112,1,000007,666.229,-49.6389,head,51,head
112,2,000135,669.938,-51.6111,head,51,head
114,3,000122,538.379,-1.33333,head,21,head
114,4,000019,538.203,0.361111,head,51,head
129,5,000061,-261.025,99.2222,head,21,head
129,6,000116,-262.624,101.194,head,51,head
166,7,000108,443.746,0.638889,head,21,head
166,8,000187,447.003,-1.19444,head,51,head
173,9,000057,994.267,-0.611111,head,21,head
173,10,000238,994.641,-1.75,not_error,21,head
185,11,000080,992.11,-0.611111,head,21,head
185,12,000255,994.185,-1.75,not_error,21,head
194,13,000095,986.638,-50.1944,head,21,head
194,14,000270,992.333,-51.75,not_error,51,head
347,15,000309,993.381,-0.75,head,51,head
347,16,000478,994.179,-1.75,not_error,21,head
350,17,000422,-430.184,-49.2222,head,21,head
350,18,000361,-426.255,-51.0556,head,51,head
382,19,000462,230.347,-51.1944,head,21,head
382,20,000410,227.843,-49.3611,head,51,head
398,21,000465,3.36725,101.056,head,21,head
398,22,000463,4.20153,99.0833,head,51,head
399,23,000456,-133.375,49.2222,head,21,head
399,24,000476,-133.514,50.9167,head,21,head
457,25,000617,686.555,98.8056,head,51,head
457,26,000486,685.726,100.5,head,21,head
499,27,000687,-830.989,51.6111,head,21,head
499,28,000537,-824.732,49.6389,head,51,head
501,29,000524,-990.003,-49.9444,head,21,head
501,30,000707,-994.175,-48.25,not_error,21,head
520,31,000663,157.391,-0.916667,head,21,head
520,32,000639,152.703,0.916667,head,51,head
527,33,000567,-992.12,-49.8056,head,51,head
527,34,000743,-994.134,-48.25,not_error,21,head
527,35,000695,399.166,98.9444,head,21,head
527,36,000621,395.624,101.056,head,51,head
528,37,000566,-991.861,100.333,head,21,head
528,38,000745,-992.341,101.75,not_error,51,head
593,39,000730,-189.841,99.3611,head,51,head
593,40,000765,-190.313,101.472,head,51,head
599,41,000751,-53.033,49.2222,head,21,head
599,42,000760,-53.3731,51.1944,head,51,head
602,43,000676,991.295,-1.02778,head,51,head
602,44,000854,994.222,-1.75,not_error,21,head
646,45,000790,-439.247,-50.5,head,51,head
646,46,000863,-443.81,-48.5278,head,51,head
663,47,000881,-397.462,1.19444,head,21,head
663,48,000820,-392.219,-0.916667,head,51,head
674,49,000841,322.701,101.333,head,21,head
674,50,000887,325.803,99.2222,head,51,head
696,51,000844,508.802,101.333,head,21,head
696,52,000934,509.235,99.2222,head,51,head
722,53,000853,967.578,-50.1944,head,51,head
722,54,001010,968.193,-51.75,not_error,51,head
740,55,001016,767.231,98.6667,head,51,head
740,56,000884,760.15,100.222,head,51,head
760,57,001057,983.097,48.3889,head,51,head
760,58,000898,978.491,50.0833,head,21,head
800,59,001067,490.438,48.8056,head,21,head
800,60,000996,486.522,50.7778,head,51,head
836,61,001038,511.625,-49.6389,head,21,head
836,62,001138,517.127,-51.6111,head,51,head
860,63,001137,176.584,48.9444,head,21,head
860,64,001105,170.45,51.0556,head,51,head
876,65,001118,-300.625,49.3611,head,51,head
876,66,001174,-303.109,51.4722,head,51,head
1009,67,001249,987.965,-50.3333,head,21,head
1009,68,001416,992.133,-51.75,not_error,51,head
1018,69,001349,-10.0856,-48.9444,head,21,head
1018,70,001348,-5.80924,-51.0556,head,51,head
1044,71,001291,990.72,-50.4722,head,21,head
1044,72,001454,994.15,-51.75,not_error,21,head
1124,73,001414,930.669,100.361,head,21,head
1124,74,001550,936.032,98.25,not_error,51,head
1143,75,001458,-510.031,0.0555556,head,51,head
1143,76,001539,-512.625,1.61111,head,21,head
1197,77,001585,-87.4648,50.6389,head,21,head
1197,78,001562,-84.0236,49.0833,head,21,head
1251,79,001714,-677.483,51.4722,head,21,head
1251,80,001590,-673.056,49.5,head,51,head
1286,81,001768,-689.587,1.19444,head,21,head
1286,82,001652,-684.181,-0.5,head,51,head
1291,83,001794,992.47,98.3889,head,21,head
1291,84,001632,988.316,99.8056,head,51,head
1366,85,001757,-679.437,49.5,head,21,head
1366,86,001882,-682.458,51.4722,head,51,head
1370,87,001852,266.964,98.9444,head,21,head
1370,88,001796,266.23,100.639,head,21,head
1438,89,001843,921.529,99.8056,head,21,head
1438,90,002006,924.511,98.25,not_error,21,head
1446,91,001948,38.9309,48.8056,head,51,head
1446,92,001936,31.4457,50.9167,head,51,head
1491,93,002003,-2.93965,-50.9167,head,21,head
1491,94,002005,-4.50815,-48.8056,head,51,head
1501,95,001962,663.575,-50.0556,head,21,head
1501,96,002065,665.648,-51.4722,head,21,head
1518,97,002083,-598.768,101.472,head,51,head
1518,98,001997,-595.859,99.5,head,51,head
1573,99,002123,-272.297,1.47222,head,21,head
1573,100,002086,-270.564,-0.638889,head,51,head
1639,101,002271,-869.713,-48.8056,head,21,head
1639,102,002122,-865.244,-50.7778,head,51,head
