3509,1,000599,24.1659,7,rear,51,front
3509,2,000598,16.2388,7,not_error,51,front
14155,3,002487,14.6766,3.5,rear,21,front
14155,4,002486,11.0301,3.5,not_error,21,front
35920,5,006350,14.8108,0,rear,21,front
35920,6,006348,10.9443,0,not_error,21,front
47758,7,008513,20.7419,3.5,rear,21,front
47758,8,008512,17.0696,3.5,not_error,21,front
50479,9,009000,23.6512,-3.5,rear,21,front
50479,10,008998,17.8327,-3.5,not_error,51,front
51682,11,009227,23.1474,0,rear,51,front
51682,12,009226,15.3752,0,not_error,51,front
84951,13,015041,15.0961,7,rear,21,front
84951,14,015039,11.1979,7,not_error,21,front
87674,15,015509,18.3351,-7,rear,21,front
87674,16,015508,14.5769,-7,not_error,21,front
90639,17,016044,15.4458,-7,rear,21,front
90639,18,016043,11.6634,-7,not_error,21,front
95825,19,016997,18.872,0,rear,21,front
95825,20,016994,15.2815,0,not_error,21,front
