19:42:53,100,32,19,0,
19:42:59,200,102,29,0,
19:43:7,300,158,47,0,
19:43:16,400,218,69,0,
19:43:23,500,265,80,0,
19:43:31,600,320,100,0,
19:43:41,700,356,117,0,
19:43:50,800,426,138,0,
19:43:59,900,482,154,0,
19:44:6,1000,541,171,0,
19:44:16,1100,597,189,0,
19:44:25,1200,651,209,0,
19:44:33,1300,718,233,0,
19:44:41,1400,766,239,0,
19:44:49,1500,833,252,0,
19:44:57,1600,901,262,0,
19:45:5,1700,961,278,0,
19:45:13,1800,1013,300,0,
19:45:20,1900,1059,316,0,
19:45:29,2000,1108,336,0,
19:45:37,2100,1138,346,0,
19:45:44,2200,1194,368,0,
19:45:51,2300,1245,388,0,
19:46:0,2400,1304,401,0,
19:46:9,2500,1354,416,0,
19:46:17,2600,1415,428,0,
19:46:26,2700,1475,443,0,
19:46:34,2800,1527,464,0,
19:46:43,2900,1590,489,0,
19:46:51,3000,1649,499,0,
19:46:59,3100,1707,517,0,
19:47:5,3200,1769,536,0,
19:47:12,3300,1822,556,0,
19:47:21,3400,1890,581,0,
19:47:28,3500,1939,597,0,
19:47:37,3600,2011,614,0,
19:47:46,3700,2078,627,0,
19:47:55,3800,2135,640,0,
19:48:4,3900,2196,662,0,
19:48:13,4000,2245,677,0,
19:48:22,4100,2314,691,0,
19:48:31,4200,2362,709,0,
19:48:39,4300,2423,731,0,
19:48:48,4400,2488,742,0,
19:48:56,4500,2532,759,0,
19:49:5,4600,2592,777,0,
19:49:9,4700,2635,789,0,
19:49:18,4800,2699,808,0,
19:49:26,4900,2750,819,0,
19:49:34,5000,2822,833,0,
19:49:42,5100,2876,849,0,
19:49:50,5200,2931,870,0,
19:50:0,5300,3005,883,0,
19:50:7,5400,3058,905,0,
19:50:15,5500,3104,921,0,
19:50:22,5600,3138,928,0,
19:50:30,5700,3198,944,0,
19:50:39,5800,3247,958,0,
19:50:47,5900,3297,973,0,
19:50:56,6000,3351,989,0,
19:51:1,6100,3401,999,0,
19:51:9,6200,3469,1020,0,
19:51:15,6300,3523,1034,0,
19:51:21,6400,3584,1054,0,
19:51:29,6500,3626,1069,0,
19:51:37,6600,3675,1089,0,
19:51:43,6700,3727,1111,0,
19:51:51,6800,3778,1127,0,
19:52:0,6900,3829,1145,0,
19:52:7,7000,3874,1154,0,
19:52:15,7100,3937,1171,0,
19:52:25,7200,3998,1183,0,
19:52:34,7300,4047,1202,0,
19:52:40,7400,4103,1214,0,
19:52:47,7500,4151,1228,0,
19:52:55,7600,4205,1258,0,
19:53:4,7700,4264,1270,0,
19:53:12,7800,4324,1291,0,
19:53:21,7900,4384,1307,0,
19:53:29,8000,4440,1327,0,
19:53:38,8100,4492,1330,0,
19:53:47,8200,4539,1350,0,
19:53:55,8300,4600,1371,0,
19:54:4,8400,4661,1388,0,
19:54:12,8500,4720,1412,0,
19:54:17,8600,4772,1431,0,
19:54:25,8700,4827,1454,0,
19:54:34,8800,4885,1466,0,
19:54:41,8900,4944,1479,0,
19:54:49,9000,5000,1501,0,
19:54:57,9100,5039,1513,0,
19:55:4,9200,5099,1538,0,
19:55:13,9300,5156,1554,0,
19:55:21,9400,5209,1570,0,
19:55:29,9500,5270,1588,0,
19:55:30,9600,5306,1595,0,
19:55:35,9700,5356,1614,0,
19:55:39,9800,5392,1626,0,
19:55:47,9900,5451,1649,0,
19:55:56,10000,5507,1660,0,
19:56:5,10100,5558,1672,0,
19:56:12,10200,5608,1696,0,
19:56:18,10300,5662,1711,0,
19:56:27,10400,5723,1735,0,
19:56:36,10500,5775,1755,0,
19:56:45,10600,5836,1775,0,
19:56:54,10700,5903,1783,0,
19:57:2,10800,5969,1806,0,
19:57:11,10900,6027,1823,0,
