17:0:12,100,27,11,0,
17:0:20,200,51,26,0,
17:0:30,300,82,34,0,
17:0:40,400,107,46,0,
17:0:50,500,128,51,0,
17:1:0,600,152,61,0,
17:1:10,700,175,68,0,
17:1:20,800,198,74,0,
17:1:30,900,228,85,0,
17:1:39,1000,250,96,0,
17:1:47,1100,274,100,0,
17:1:56,1200,296,121,0,
17:2:6,1300,332,128,0,
17:2:16,1400,368,136,0,
17:2:24,1500,390,145,0,
17:2:32,1600,404,150,2,
17:2:42,1700,437,154,2,
17:2:51,1800,455,161,2,
17:3:1,1900,485,167,2,
17:3:9,2000,515,172,2,
17:3:19,2100,547,177,2,
17:3:28,2200,577,183,2,
17:3:38,2300,602,188,2,
17:3:48,2400,639,200,4,
17:3:56,2500,665,210,4,
17:4:6,2600,693,213,4,
17:4:15,2700,720,224,4,
17:4:24,2800,742,231,4,
17:4:35,2900,766,239,4,
17:4:43,3000,798,247,4,
17:4:50,3100,831,251,4,
17:5:0,3200,853,260,4,
17:5:10,3300,874,270,4,
17:5:19,3400,906,277,4,
17:5:29,3500,939,288,4,
17:5:39,3600,962,294,4,
17:5:48,3700,988,300,4,
17:5:57,3800,1018,308,4,
17:6:7,3900,1049,316,4,
17:6:15,4000,1070,332,4,
