16:4:45,100,22,4,0,
16:4:54,200,45,14,0,
16:5:4,300,69,26,0,
16:5:14,400,102,35,0,
16:5:23,500,132,44,0,
16:5:33,600,156,56,0,
16:5:43,700,184,67,0,
16:5:51,800,210,73,0,
16:6:1,900,240,77,0,
16:6:10,1000,261,88,0,
16:6:19,1100,290,94,0,
16:6:28,1200,325,101,0,
16:6:38,1300,357,110,0,
16:6:47,1400,394,119,0,
16:6:57,1500,417,124,0,
16:7:6,1600,446,131,0,
16:7:15,1700,472,141,0,
16:7:24,1800,494,149,0,
16:7:33,1900,524,156,0,
16:7:42,2000,550,170,0,
16:7:51,2100,581,179,0,
16:8:1,2200,608,189,0,
16:8:11,2300,637,199,0,
16:8:20,2400,658,209,0,
16:8:30,2500,687,220,0,
16:8:38,2600,710,224,0,
16:8:48,2700,736,233,0,
16:8:58,2800,767,242,0,
16:9:8,2900,796,249,0,
16:9:17,3000,835,258,0,
16:9:28,3100,868,268,0,
16:9:38,3200,896,275,0,
16:9:44,3300,925,278,0,
16:9:54,3400,950,281,0,
16:10:2,3500,978,290,0,
16:10:11,3600,1001,298,0,
16:10:21,3700,1026,307,0,
16:10:31,3800,1045,313,0,
16:10:41,3900,1064,322,0,
16:10:51,4000,1089,331,0,
16:10:58,4100,1120,342,0,
16:11:8,4200,1144,350,0,
16:11:15,4300,1175,358,0,
16:11:25,4400,1205,364,0,
16:11:35,4500,1228,375,0,
16:11:45,4600,1254,387,0,
16:11:55,4700,1281,393,0,
16:12:3,4800,1311,405,0,
16:12:13,4900,1333,414,0,
16:12:23,5000,1361,425,0,
16:12:33,5100,1385,435,0,
16:12:43,5200,1411,444,0,
16:12:52,5300,1437,449,0,
16:13:1,5400,1465,457,0,
16:13:11,5500,1498,463,0,
16:13:20,5600,1527,476,0,
16:13:28,5700,1556,484,0,
16:13:38,5800,1588,497,0,
16:13:45,5900,1617,506,0,
16:13:53,6000,1636,517,0,
16:14:3,6100,1669,529,0,
16:14:13,6200,1701,536,0,
