14:18:39,100,35,10,0,
14:18:40,200,93,27,0,
14:18:40,300,157,46,0,
14:18:41,400,222,59,0,
14:18:41,500,272,72,0,
14:18:42,600,335,85,0,
14:18:42,700,385,94,0,
14:18:42,800,447,115,0,
14:18:43,900,500,134,0,
14:18:43,1000,551,152,0,
14:18:44,1100,610,170,0,
14:18:44,1200,668,182,0,
14:18:45,1300,728,202,0,
14:18:45,1400,769,217,0,
14:18:45,1500,832,235,0,
14:18:46,1600,895,250,0,
14:18:46,1700,953,269,0,
14:18:47,1800,1017,291,0,
14:18:47,1900,1061,311,0,
14:18:48,2000,1125,323,0,
14:18:48,2100,1178,337,0,
14:18:49,2200,1241,363,0,
14:18:50,2300,1303,383,0,
14:18:50,2400,1368,400,0,
14:18:50,2500,1411,416,0,
14:18:51,2600,1464,427,0,
14:18:51,2700,1527,446,0,
14:18:52,2800,1581,457,0,
14:18:52,2900,1639,478,0,
14:18:52,3000,1685,494,0,
14:18:53,3100,1734,509,0,
14:18:53,3200,1781,532,0,
14:18:53,3300,1832,547,0,
14:18:54,3400,1895,563,0,
14:18:54,3500,1954,570,0,
14:18:55,3600,2012,586,0,
14:18:55,3700,2057,604,0,
14:18:55,3800,2111,626,0,
14:18:56,3900,2159,639,0,
14:18:56,4000,2215,649,0,
14:18:57,4100,2290,670,0,
14:18:57,4200,2354,684,0,
14:18:58,4300,2401,697,0,
14:18:58,4400,2455,711,0,
14:18:58,4500,2507,733,0,
14:18:59,4600,2562,752,0,
14:19:0,4700,2628,766,0,
14:19:0,4800,2675,785,0,
14:19:1,4900,2727,802,0,
14:19:1,5000,2788,820,0,
14:19:2,5100,2853,835,0,
14:19:2,5200,2903,854,0,
14:19:2,5300,2949,873,0,
14:19:3,5400,2996,888,0,
14:19:3,5500,3052,911,0,
14:19:4,5600,3099,925,0,
14:19:4,5700,3153,953,0,
14:19:4,5800,3199,967,0,
14:19:5,5900,3252,979,0,
14:19:6,6000,3315,998,0,
14:19:6,6100,3368,1017,0,
14:19:7,6200,3422,1042,0,
14:19:7,6300,3469,1070,0,
14:19:8,6400,3535,1092,0,
14:19:8,6500,3589,1115,0,
14:19:8,6600,3642,1128,0,
14:19:9,6700,3697,1148,0,
14:19:9,6800,3747,1165,0,
14:19:10,6900,3817,1173,0,
14:19:10,7000,3866,1188,0,
14:19:10,7100,3929,1198,0,
14:19:11,7200,3978,1213,0,
14:19:11,7300,4028,1236,0,
14:19:12,7400,4087,1258,0,
14:19:12,7500,4145,1273,0,
14:19:13,7600,4205,1283,0,
14:19:13,7700,4244,1304,0,
14:19:14,7800,4306,1329,0,
14:19:14,7900,4369,1340,0,
14:19:14,8000,4425,1350,0,
14:19:15,8100,4467,1365,0,
14:19:15,8200,4521,1381,0,
14:19:15,8300,4578,1402,0,
14:19:16,8400,4622,1417,0,
14:19:16,8500,4672,1441,0,
14:19:17,8600,4728,1463,0,
14:19:17,8700,4776,1474,0,
14:19:17,8800,4833,1489,0,
14:19:18,8900,4876,1507,0,
14:19:18,9000,4925,1526,0,
14:19:18,9100,4976,1535,0,
14:19:19,9200,5036,1553,0,
14:19:19,9300,5086,1565,0,
14:19:19,9400,5142,1587,0,
14:19:20,9500,5205,1600,0,
14:19:20,9600,5260,1612,0,
14:19:21,9700,5305,1643,0,
14:19:21,9800,5353,1658,0,
14:19:22,9900,5411,1674,0,
14:19:22,10000,5477,1689,0,
14:19:22,10100,5530,1703,0,
14:19:23,10200,5588,1723,0,
14:19:23,10300,5642,1741,0,
14:19:24,10400,5706,1755,0,
14:19:24,10500,5753,1775,0,
14:19:25,10600,5805,1793,0,
14:19:25,10700,5856,1801,0,
14:19:26,10800,5918,1817,0,
14:19:26,10900,5963,1836,0,
14:19:26,11000,6011,1854,0,
14:19:27,11100,6062,1872,0,
14:19:27,11200,6112,1885,0,
14:19:27,11300,6169,1899,0,
14:19:28,11400,6215,1914,0,
14:19:28,11500,6266,1933,0,
14:19:29,11600,6326,1953,0,
14:19:29,11700,6379,1970,0,
14:19:30,11800,6443,1990,0,
14:19:30,11900,6494,2004,0,
14:19:31,12000,6555,2024,0,
14:19:31,12100,6617,2036,0,
14:19:32,12200,6664,2051,0,
14:19:32,12300,6713,2061,0,
14:19:32,12400,6762,2072,0,
14:19:32,12500,6817,2092,0,
14:19:33,12600,6867,2108,0,
14:19:34,12700,6929,2137,0,
14:19:34,12800,6984,2158,0,
14:19:35,12900,7034,2171,0,
14:19:35,13000,7084,2184,0,
14:19:35,13100,7130,2197,0,
14:19:36,13200,7191,2222,0,
14:19:36,13300,7232,2233,0,
14:19:37,13400,7296,2255,0,
14:19:37,13500,7352,2268,0,
14:19:38,13600,7398,2283,0,
14:19:38,13700,7442,2296,0,
14:19:38,13800,7503,2305,0,
14:19:39,13900,7562,2317,0,
14:19:39,14000,7613,2326,0,
14:19:40,14100,7691,2346,0,
14:19:41,14200,7746,2363,0,
14:19:41,14300,7807,2377,0,
14:19:41,14400,7857,2394,0,
14:19:42,14500,7897,2406,0,
14:19:42,14600,7956,2424,0,
14:19:42,14700,7998,2434,0,
14:19:43,14800,8059,2445,0,
14:19:43,14900,8109,2458,0,
14:19:43,15000,8161,2479,0,
14:19:44,15100,8211,2497,0,
14:19:44,15200,8257,2521,0,
14:19:45,15300,8316,2536,0,
14:19:45,15400,8362,2558,0,
14:19:46,15500,8430,2572,0,
14:19:46,15600,8487,2584,0,
14:19:46,15700,8536,2597,0,
14:19:47,15800,8575,2612,0,
14:19:47,15900,8618,2629,0,
14:19:47,16000,8687,2640,0,
14:19:48,16100,8731,2652,0,
14:19:48,16200,8796,2667,0,
14:19:48,16300,8843,2681,0,
14:19:49,16400,8901,2701,0,
14:19:49,16500,8962,2717,0,
14:19:50,16600,9007,2734,0,
14:19:50,16700,9064,2754,0,
14:19:51,16800,9132,2765,0,
14:19:52,16900,9193,2788,0,
14:19:52,17000,9254,2800,0,
14:19:53,17100,9312,2821,0,
14:19:53,17200,9372,2836,0,
14:19:54,17300,9427,2846,0,
14:19:54,17400,9494,2862,0,
14:19:55,17500,9536,2882,0,
14:19:55,17600,9598,2910,0,
14:19:55,17700,9656,2923,0,
14:19:56,17800,9719,2936,0,
14:19:56,17900,9779,2948,0,
14:19:57,18000,9836,2966,0,
14:19:57,18100,9903,2984,0,
14:19:58,18200,9955,3000,0,
14:19:58,18300,10008,3033,0,
14:19:59,18400,10066,3054,0,
14:19:59,18500,10121,3076,0,
14:20:0,18600,10185,3089,0,
14:20:0,18700,10240,3104,0,
14:20:1,18800,10298,3122,0,
14:20:1,18900,10342,3137,0,
14:20:1,19000,10401,3151,0,
14:20:2,19100,10464,3164,0,
14:20:2,19200,10515,3179,0,
14:20:2,19300,10563,3197,0,
14:20:3,19400,10615,3209,0,
14:20:3,19500,10675,3233,0,
14:20:4,19600,10732,3245,0,
14:20:4,19700,10792,3263,0,
14:20:5,19800,10842,3278,0,
14:20:5,19900,10898,3298,0,
14:20:6,20000,10962,3313,0,
14:20:6,20100,11010,3335,0,
14:20:7,20200,11071,3347,0,
14:20:7,20300,11111,3356,0,
14:20:7,20400,11167,3377,0,
14:20:8,20500,11226,3391,0,
14:20:8,20600,11271,3412,0,
14:20:9,20700,11336,3431,0,
14:20:9,20800,11386,3446,0,
14:20:9,20900,11440,3458,0,
14:20:10,21000,11489,3468,0,
14:20:10,21100,11550,3484,0,
14:20:11,21200,11604,3500,0,
14:20:11,21300,11662,3515,0,
14:20:11,21400,11704,3523,0,
14:20:12,21500,11754,3540,0,
14:20:12,21600,11805,3570,0,
14:20:12,21700,11850,3589,0,
14:20:13,21800,11905,3613,0,
14:20:13,21900,11949,3631,0,
14:20:14,22000,11988,3654,0,
14:20:14,22100,12041,3674,0,
14:20:14,22200,12080,3688,0,
14:20:14,22300,12129,3710,0,
14:20:15,22400,12173,3728,0,
14:20:15,22500,12238,3742,0,
14:20:16,22600,12301,3754,0,
14:20:16,22700,12363,3769,0,
14:20:17,22800,12431,3785,0,
14:20:17,22900,12481,3797,0,
14:20:17,23000,12534,3812,0,
14:20:18,23100,12576,3825,0,
14:20:18,23200,12635,3846,0,
14:20:18,23300,12690,3858,0,
14:20:19,23400,12740,3871,0,
14:20:19,23500,12797,3889,0,
14:20:20,23600,12859,3900,0,
14:20:20,23700,12915,3913,0,
14:20:20,23800,12962,3929,0,
14:20:21,23900,13026,3946,0,
14:20:21,24000,13084,3966,0,
14:20:22,24100,13147,3979,0,
14:20:22,24200,13194,3998,0,
14:20:23,24300,13238,4014,0,
14:20:23,24400,13305,4033,0,
14:20:23,24500,13356,4045,0,
14:20:24,24600,13418,4062,0,
14:20:24,24700,13460,4079,0,
14:20:25,24800,13520,4096,0,
14:20:25,24900,13567,4112,0,
