14:5:26,100,13,5,0,
14:5:26,200,28,11,0,
14:5:26,300,39,13,0,
14:5:26,400,56,14,2,
14:5:26,500,73,20,2,
14:5:26,600,83,23,2,
14:5:26,700,92,25,2,
14:5:26,800,99,27,2,
14:5:26,900,119,27,2,
14:5:26,1000,133,33,2,
14:5:26,1100,145,39,2,
14:5:26,1200,157,41,2,
14:5:26,1300,175,45,2,
14:5:26,1400,190,46,2,
14:5:26,1500,205,51,2,
14:5:26,1600,225,52,2,
14:5:27,1700,242,59,2,
14:5:27,1800,254,66,2,
14:5:27,1900,264,70,2,
14:5:27,2000,271,73,2,
14:5:27,2100,289,76,4,
14:5:27,2200,305,82,4,
14:5:27,2300,320,86,4,
14:5:27,2400,332,89,4,
14:5:27,2500,351,94,4,
14:5:27,2600,358,98,4,
14:5:27,2700,372,102,4,
14:5:27,2800,384,103,4,
14:5:27,2900,408,108,4,
14:5:27,3000,423,111,4,
14:5:27,3100,433,116,4,
14:5:27,3200,447,116,4,
14:5:27,3300,463,119,4,
14:5:27,3400,478,122,4,
14:5:27,3500,492,126,4,
14:5:27,3600,506,130,4,
14:5:27,3700,520,133,4,
14:5:27,3800,537,135,4,
14:5:28,3900,549,138,4,
14:5:28,4000,562,140,4,
14:5:28,4100,585,142,4,
14:5:28,4200,601,147,4,
14:5:28,4300,611,149,6,
14:5:28,4400,625,150,6,
14:5:28,4500,642,158,6,
14:5:28,4600,661,161,6,
14:5:28,4700,676,164,6,
14:5:28,4800,687,166,6,
14:5:28,4900,703,171,6,
14:5:28,5000,717,175,6,
14:5:28,5100,735,183,6,
14:5:28,5200,739,185,6,
14:5:28,5300,763,190,8,
14:5:28,5400,776,193,8,
14:5:28,5500,789,197,8,
14:5:28,5600,802,199,8,
14:5:28,5700,823,206,8,
14:5:28,5800,830,211,8,
14:5:29,5900,844,216,8,
14:5:29,6000,854,220,8,
14:5:29,6100,865,227,8,
14:5:29,6200,882,232,8,
14:5:29,6300,892,236,8,
14:5:29,6400,902,241,8,
14:5:29,6500,919,243,8,
14:5:29,6600,937,249,8,
14:5:29,6700,949,251,8,
14:5:29,6800,959,254,8,
14:5:29,6900,975,256,8,
14:5:29,7000,988,258,8,
14:5:29,7100,997,263,8,
14:5:29,7200,1010,266,10,
14:5:29,7300,1028,276,10,
14:5:29,7400,1042,279,10,
14:5:29,7500,1058,282,10,
14:5:29,7600,1068,286,10,
14:5:29,7700,1090,290,10,
14:5:29,7800,1101,292,10,
14:5:29,7900,1114,295,10,
14:5:30,8000,1121,295,10,
14:5:30,8100,1143,302,10,
