14:15:2,100,29,13,0,
14:15:11,200,80,25,0,
14:15:17,300,132,49,0,
14:15:23,400,190,61,0,
14:15:31,500,236,74,0,
14:15:40,600,297,95,0,
14:15:48,700,350,107,0,
14:15:54,800,414,122,0,
14:16:2,900,461,137,0,
14:16:8,1000,512,155,0,
14:16:15,1100,564,165,0,
14:16:22,1200,622,178,0,
14:16:31,1300,687,195,0,
14:16:39,1400,733,202,0,
14:16:47,1500,789,221,0,
14:16:56,1600,841,235,0,
14:17:2,1700,901,254,0,
14:17:8,1800,951,271,0,
14:17:16,1900,996,296,0,
14:17:24,2000,1053,316,0,
14:17:33,2100,1104,329,0,
14:17:41,2200,1176,345,0,
14:17:47,2300,1226,363,0,
14:17:56,2400,1280,371,0,
14:18:4,2500,1331,394,0,
14:18:13,2600,1386,408,0,
14:18:20,2700,1445,434,0,
14:18:29,2800,1493,449,0,
14:18:37,2900,1559,465,0,
14:18:45,3000,1606,478,0,
14:18:53,3100,1672,497,0,
14:19:2,3200,1717,520,0,
14:19:9,3300,1776,535,0,
14:19:18,3400,1845,552,0,
14:19:27,3500,1902,564,0,
14:19:35,3600,1967,579,0,
14:19:40,3700,2006,599,0,
14:19:45,3800,2057,614,0,
14:19:54,3900,2106,630,0,
14:20:1,4000,2149,650,0,
14:20:10,4100,2203,674,0,
14:20:19,4200,2257,685,0,
14:20:26,4300,2315,705,0,
14:20:34,4400,2366,722,0,
14:20:42,4500,2421,741,0,
14:20:48,4600,2478,766,0,
14:20:57,4700,2528,781,0,
14:21:7,4800,2588,792,0,
14:21:16,4900,2645,804,0,
14:21:24,5000,2700,832,0,
14:21:32,5100,2764,842,0,
14:21:39,5200,2835,856,0,
14:21:46,5300,2894,868,0,
14:21:52,5400,2940,880,0,
14:22:0,5500,2991,896,0,
14:22:9,5600,3034,915,0,
14:22:19,5700,3090,933,0,
14:22:28,5800,3140,952,0,
14:22:37,5900,3195,964,0,
14:22:46,6000,3263,982,0,
14:22:54,6100,3320,1003,0,
14:23:3,6200,3380,1014,0,
14:23:12,6300,3428,1030,0,
14:23:19,6400,3496,1043,0,
14:23:28,6500,3544,1062,0,
14:23:37,6600,3602,1083,0,
14:23:45,6700,3666,1098,0,
14:23:52,6800,3712,1107,0,
14:24:1,6900,3763,1124,0,
