#section:000000000003, isUP:1, length:1, detectors:2
#time, lane, vehicle_id, vehicle_type, origin, destination, velocity
041847300,00020101,026283,21,000002,000003,0.0109425
041849500,00020101,026285,21,000002,000003,0.0100167
041851600,00020101,026287,21,000002,000003,0.00947994
041866200,00020101,026250,51,000001,000004,0.0132349
041868700,00020101,026253,51,000001,000004,0.0130958
041870900,00030100,026255,51,000001,000002,0.0138826
041872300,00020101,026256,51,000001,000003,0.0143041
041874700,00020101,026258,51,000001,000003,0.0137788
041875800,00030100,026259,51,000001,000003,0.0152973
041877000,00020101,026260,51,000001,000003,0.0135983
041879200,00030100,026261,51,000001,000002,0.01447
041881400,00020101,026300,51,000001,000004,0.0145991
041882700,00030100,026303,51,000001,000003,0.0151547
041884900,00020101,026304,51,000001,000004,0.0150702
041887200,00030100,026307,51,000001,000002,0.0150839
041889400,00020101,026309,51,000001,000004,0.0149708
041890800,00030100,026311,51,000001,000003,0.0154461
041893700,00030100,026313,51,000001,000002,0.0153471
041896000,00020101,026316,51,000001,000004,0.0151003
041898300,00030100,026318,51,000001,000002,0.0150128
041900500,00020101,026320,51,000001,000004,0.0149386
041902700,00030100,026321,51,000001,000002,0.0148938
041906900,00020101,026324,51,000001,000004,0.0154784
041908400,00030100,026325,51,000001,000003,0.015479
041909300,00020101,026326,51,000001,000003,0.0146257
041913500,00030100,026330,51,000001,000002,0.0155555
041915000,00020101,026332,51,000001,000003,0.0155432
041945800,00030100,026221,21,000004,000003,0.0090463
041954400,00030100,026233,21,000004,000003,0.00991547
041968800,00030100,026354,21,000004,000003,0.0101445
041974800,00030100,026359,21,000004,000003,0.0102776
041983500,00030100,026368,21,000004,000003,0.0107088
041991700,00020101,026291,21,000002,000003,0.00875868
042003800,00030100,026333,51,000001,000003,0.0111633
042004200,00020101,026335,51,000001,000003,0.0120083
042006600,00030100,026336,51,000001,000002,0.012607
042008700,00020101,026337,22,000001,000004,0.0133543
042095500,00030100,026388,21,000004,000003,0.0105631
042099600,00030100,026435,21,000004,000003,0.0107322
000034800,00020101,000029,51,000001,000003,0.0159562
042104800,00030100,026440,21,000004,000003,0.0107344
042112200,00030100,026447,21,000004,000003,0.0106879
000037000,00030100,000034,51,000001,000003,0.0166667
042114200,00030100,026449,21,000004,000003,0.00992522
042115200,00020101,026294,21,000002,000003,0.00900278
042130400,00020101,026296,21,000002,000003,0.00893264
042144200,00030100,026339,51,000001,000002,0.0120083
042146400,00020101,026340,22,000001,000004,0.0128381
042148600,00020101,026341,51,000001,000004,0.012444
042150800,00030100,026342,51,000001,000002,0.0135897
042154200,00030100,026387,51,000001,000002,0.0146453
042156400,00020101,026390,22,000001,000004,0.0144628
042158400,00020101,026393,22,000001,000004,0.0136868
042159800,00030100,026426,51,000001,000002,0.0150418
042160500,00020101,026424,51,000001,000003,0.0134294
000044500,00030100,000039,51,000001,000003,0.01587
042162100,00030100,026430,51,000001,000003,0.0144177
042164400,00030100,026481,51,000001,000003,0.0140931
042166600,00030100,026485,51,000001,000003,0.0137745
042168600,00020101,026486,22,000001,000004,0.0147767
042172500,00020101,026487,51,000001,000004,0.0158951
042174900,00020101,026491,51,000001,000003,0.0151148
042177200,00030100,026492,51,000001,000002,0.0153401
042179500,00020101,026493,51,000001,000004,0.0152043
042183100,00020101,026495,22,000001,000004,0.015711
042185300,00020101,026496,51,000001,000004,0.0148648
042186700,00030100,026497,51,000001,000003,0.0155999
042189000,00020101,026498,22,000001,000004,0.015572
042191200,00020101,026499,51,000001,000004,0.0148665
042193500,00030100,026500,51,000001,000002,0.0151448
042195800,00020101,026501,51,000001,000004,0.0150642
042197900,00030100,026502,51,000001,000003,0.0130145
042212800,00030100,026459,21,000004,000003,0.00727121
042223500,00020101,026347,21,000002,000003,0.0101675
042229400,00020101,026432,21,000002,000003,0.0106234
042239200,00030100,026471,21,000004,000003,0.00933511
042241200,00030100,026474,21,000004,000003,0.00883278
042261400,00020101,026539,21,000002,000003,0.0108565
042284200,00020101,026505,51,000001,000003,0.0120083
042284200,00030100,026504,51,000001,000003,0.0120083
042286600,00030100,026506,51,000001,000003,0.0120937
042288700,00020101,026507,22,000001,000004,0.0132975
042290700,00020101,026508,22,000001,000004,0.0126226
042292900,00020101,026509,51,000001,000004,0.0126286
042295000,00030100,026510,51,000001,000002,0.0138895
042297300,00020101,026511,51,000001,000003,0.0139624
042298600,00030100,026512,51,000001,000002,0.0149295
042303900,00030100,026514,51,000001,000002,0.0141489
042306200,00020101,026566,51,000001,000004,0.0140682
042311600,00020101,026572,51,000001,000004,0.0149307
042313900,00030100,026574,51,000001,000002,0.0145789
042316200,00030100,026578,51,000001,000003,0.0138391
042318300,00020101,026580,51,000001,000004,0.0144619
042319600,00030100,026582,51,000001,000003,0.0151424
042322400,00030100,026584,51,000001,000002,0.015187
042324700,00030100,026586,51,000001,000003,0.0144108
042326800,00020101,026587,22,000001,000004,0.0148351
042328200,00030100,026590,51,000001,000003,0.0154062
042328900,00020101,026589,51,000001,000003,0.0140477
042333000,00030100,026593,51,000001,000002,0.0155257
042337000,00020101,026597,51,000001,000003,0.0144536
042372600,00020101,026561,21,000002,000003,0.0107921
000074900,00030100,000012,21,000004,000003,0.00813111
042374800,00020101,026563,21,000002,000003,0.00975741
042377800,00020101,026610,21,000002,000003,0.0107168
042381500,00020101,026614,21,000002,000003,0.010759
042383800,00020101,026615,21,000002,000003,0.00946696
042388000,00030100,026478,21,000004,000003,0.00840858
000077100,00030100,000030,21,000004,000003,0.00799389
042392700,00030100,026518,21,000004,000003,0.00893751
042395000,00020101,026623,21,000002,000003,0.0098716
042397200,00020101,026625,21,000002,000003,0.00904806
042400800,00020101,026628,21,000002,000003,0.0101262
000079200,00030100,000031,21,000004,000003,0.00805142
042404500,00020101,026631,21,000002,000003,0.0102712
042408200,00020101,026635,21,000002,000003,0.0104697
042424200,00030100,026596,51,000001,000002,0.0120083
042425600,00020101,026598,51,000001,000003,0.01226
042428700,00020101,026600,51,000001,000004,0.0138266
042431100,00030100,026601,51,000001,000002,0.0140671
042433400,00020101,026602,51,000001,000004,0.0142691
042437000,00020101,026604,51,000001,000003,0.014989
042439400,00030100,026605,51,000001,000002,0.014839
042440900,00020101,026654,51,000001,000003,0.0149125
042443500,00030100,026655,51,000001,000002,0.0150851
042445700,00020101,026656,51,000001,000004,0.0147994
042448000,00030100,026659,51,000001,000002,0.014734
042449300,00020101,026662,51,000001,000003,0.0152863
042451600,00030100,026664,51,000001,000002,0.0153622
042455600,00030100,026669,51,000001,000002,0.0157976
042457900,00020101,026671,51,000001,000004,0.0153828
042460200,00030100,026673,51,000001,000002,0.0151717
042464400,00020101,026676,22,000001,000004,0.0154918
000087600,00030100,000051,21,000004,000003,0.00889088
042468000,00030100,026678,51,000001,000002,0.0159566
042470400,00030100,026680,51,000001,000003,0.0152174
042472700,00020101,026681,22,000001,000004,0.015611
042474300,00030100,026683,51,000001,000003,0.015719
042477600,00020101,026685,51,000001,000003,0.013579
000089700,00030100,000052,21,000004,000003,0.00839475
000089900,00020101,000021,21,000002,000003,0.00875796
042496300,00030100,026535,21,000004,000003,0.00825317
000091700,00030100,000067,21,000004,000003,0.00820152
042500400,00030100,026545,21,000004,000003,0.00922879
042513700,00020101,026651,21,000002,000003,0.0105543
000093700,00030100,000072,21,000004,000003,0.00806782
042526100,00020101,026712,21,000002,000003,0.0108742
000095700,00030100,000076,21,000004,000003,0.00801063
042531700,00020101,026717,21,000002,000003,0.0107529
042540800,00020101,026726,21,000002,000003,0.0108824
042542900,00020101,026728,21,000002,000003,0.00978563
000097700,00030100,000083,21,000004,000003,0.00802205
000098200,00020101,000058,21,000002,000003,0.00972033
000099700,00030100,000087,21,000004,000003,0.0079991
042564200,00020101,026687,51,000001,000004,0.0120083
042582800,00020101,026693,51,000001,000003,0.0130119
042585200,00020101,026695,51,000001,000004,0.0127436
042587500,00020101,026697,51,000001,000003,0.0127526
