#section:009699009851, isUP:0, length:-5, detectors:3
#time, lane, vehicle_id, vehicle_type, origin, destination, velocity
000046600,01030000,000006,20,009851,008515,0.00423022
000047200,90010002,000008,20,009851,008515,0.00435996
000052900,01030000,000038,20,009851,010852,0.00431699
000055500,01030000,000042,20,009851,010852,0.00393446
000058100,01030000,000051,20,009851,009760,0.00347368
000061000,01030000,000071,20,009851,010852,0.00351336
000061100,90010001,000052,20,009851,009760,0.00436362
000063700,90010001,000060,20,009851,009760,0.00431979
000066400,90010001,000085,21,009851,020100,0.00218122
000066600,01030000,000109,20,009851,009760,0.00433183
000070000,01030000,000126,20,009851,010852,0.00419658
000070400,90010001,000122,21,009851,020100,0.00414069
000072800,01030000,000140,20,009851,009760,0.00392932
000073600,90010001,000143,21,009851,020100,0.0043629
000075400,01030000,000150,20,009851,009760,0.00335871
000081700,90010001,000165,20,009851,008878,0.00391509
000083900,01030000,000172,20,009851,010852,0.00421792
000086600,01030000,000178,20,009851,010852,0.00381318
000099200,90010001,000233,20,009851,009760,0.00392531
000110600,01030000,000258,20,009851,010852,0.00387428
000114700,90010002,000292,20,009851,008515,0.0038799
000121300,01030000,000300,20,009851,010852,0.00423274
000125600,01030000,000332,20,009851,009760,0.00425919
000130400,01030000,000357,20,009851,009760,0.00376535
000140500,90010001,000368,21,009851,020100,0.00422695
000150300,90010001,000416,20,009851,009760,0.00392389
000152500,01030000,000425,20,009851,010852,0.00393193
