#section:008833020003, isUP:0, length:-5, detectors:4
#time, lane, vehicle_id, vehicle_type, origin, destination, velocity
000078400,90010003,000010,20,008574,008878,0.00387505
000083700,01040000,000021,20,008574,009851,0.00392766
000086200,01040000,000040,20,008574,009851,0.00409945
000089700,01040000,000073,20,008574,011114,0.00404471
000089900,01030001,000046,20,008574,010866,0.000859143
000094400,01030001,000056,20,008574,011114,0.00380649
000095100,90010003,000093,20,008574,008878,0.0038875
000097300,01030001,000116,20,008574,011347,0.00423548
000097300,90010002,000075,20,008574,011114,0.00423562
000099900,90010002,000100,20,008574,010852,0.00402165
000100400,01030001,000134,20,008574,009743,0.00400113
000102900,90010002,000112,20,008574,011114,0.00367322
000103500,01030001,000152,20,008574,011114,0.0040461
000106000,90010002,000139,20,008574,010866,0.00440426
000107200,01030001,000161,20,008574,009743,0.0044562
000109300,90010002,000159,20,008574,011114,0.00427035
000112200,90010002,000170,20,008574,009760,0.00429215
000123700,90010002,000212,20,008574,011114,0.00110085
000128300,90010002,000216,20,008574,010866,0.000767752
000132500,90010002,000243,20,008574,011347,0.00406443
000133600,01040000,000226,20,008574,009851,0.00392765
000135800,90010002,000254,20,008574,009970,0.00292405
000136200,01040000,000248,20,008574,009851,0.00403224
000140800,01030001,000280,20,008574,009760,0.00435744
000141600,01040000,000288,20,008574,008777,0.00159158
000143900,90010002,000290,20,008574,009851,0.000777583
000150300,01040000,000297,20,008574,009851,0.00353902
000151400,90010002,000305,20,008574,009760,0.00378477
000151500,01030001,000295,20,008574,011114,0.00376953
000154700,90010002,000317,20,008574,011347,0.00294096
000158000,90010002,000356,20,008574,009851,0.00436814
000161200,90010002,000373,20,008574,011347,0.00436561
