#section:010859010866, isUP:0, length:-5, detectors:3
#time, lane, vehicle_id, vehicle_type, origin, destination, velocity
000048800,90010002,000011,20,010866,008878,0.00436603
000051100,01040000,000015,20,010866,010852,0.00434132
000051500,90010002,000023,20,010866,008515,0.00368091
000053800,01040000,000016,20,010866,011114,0.00433214
000054200,90010002,000031,20,010866,008878,0.00378582
000056900,01040000,000036,21,010866,020100,0.00345556
000068200,90010001,000078,20,010866,011100,0.00387377
000078100,90010001,000147,20,010866,009743,0.00387037
000078900,01040000,000133,20,010866,011341,0.00386926
000083900,01040000,000169,20,010866,011114,0.00392469
000085900,90010002,000175,20,010866,008515,0.00438194
000088700,90010002,000186,20,010866,008878,0.00410923
000095500,90010002,000206,20,010866,008515,0.00419306
000100000,90010002,000230,20,010866,008878,0.00390668
000104600,01040000,000228,20,010866,011341,0.00387975
000111500,01040000,000235,20,010866,010852,0.000745548
000127300,90010002,000311,20,010866,008878,0.00387228
000131500,90010001,000315,20,010866,009743,0.000763371
000138400,01040000,000350,21,010866,020100,0.0042378
000141200,90010001,000340,21,010866,020100,0.000777548
000141800,90010002,000380,20,010866,008878,0.00383401
