#section:008833008878, isUP:0, length:-5, detectors:3
#time, lane, vehicle_id, vehicle_type, origin, destination, velocity
000056200,01040000,000055,20,008878,008515,0.00435768
000062500,90010001,000080,20,008878,008489,0.00436153
000065100,90010001,000098,20,008878,011347,0.00431855
000066600,01040000,000115,20,008878,008489,0.00392863
000067800,90010001,000123,20,008878,008489,0.00426884
000087200,90010001,000192,20,008878,008489,0.00393309
000112800,01040000,000275,20,008878,011347,0.00371523
000117800,01040000,000283,20,008878,008489,0.000775415
000123700,90010001,000327,20,008878,008489,0.00433694
000129000,01040000,000344,20,008878,008515,0.00355955
000139700,90010001,000398,20,008878,011347,0.000753871
000142300,90010002,000427,20,008878,011114,0.00420966
000142400,01040000,000371,20,008878,008515,0.00327229
000145300,01040000,000377,20,008878,008574,0.00446337
000154500,90010002,000459,20,008878,020019,0.000770736
000157200,90010001,000468,20,008878,011347,0.000821407
