#section:008727008777, isUP:0, length:-5, detectors:3
#time, lane, vehicle_id, vehicle_type, origin, destination, velocity
000069000,01040000,000087,20,008777,008574,0.00395209
000080200,01040000,000110,20,008777,011114,0.00258077
000095800,01040000,000190,20,008777,011114,0.00388617
000100200,01040000,000214,20,008777,011114,0.000821847
000106500,01040000,000240,20,008777,011114,0.00144543
000107000,90010001,000222,20,008777,009760,0.00150542
000111000,01040000,000242,20,008777,008574,0.000779849
000114700,90010001,000236,20,008777,008574,0.00187726
000116500,01040000,000267,20,008777,011114,0.00425403
000117600,90010001,000241,20,008777,008574,0.00404046
000119200,01040000,000278,20,008777,010852,0.00394255
000127100,90010001,000341,20,008777,008574,0.00388222
000130200,90010002,000362,20,008777,008515,0.00279579
000133400,90010002,000367,20,008777,008515,0.00425447
000136600,90010001,000352,20,008777,008489,0.00392947
000140100,90010001,000389,20,008777,009760,0.00422031
000140600,01040000,000379,20,008777,010852,0.00386326
000153000,90010002,000458,20,008777,008515,0.00384674
