#section:010852010886, isUP:1, length:-5, detectors:3
#time, lane, vehicle_id, vehicle_type, origin, destination, velocity
000045200,00040100,000005,20,010852,011102,0.00393412
000048500,00040100,000027,20,010852,011114,0.00385794
000051500,00040100,000043,20,010852,008777,0.00399409
000058000,90000101,000044,20,010852,008515,0.00393166
000060700,90000101,000067,20,010852,008515,0.00413785
000065400,90000101,000111,20,010852,009743,0.00434762
000068100,90000101,000118,20,010852,009743,0.0042982
000069300,00040100,000107,20,010852,011347,0.00435938
000070800,90000101,000124,20,010852,011347,0.00369305
000072000,00040100,000119,20,010852,008515,0.00398647
000074500,00040100,000127,20,010852,008515,0.00407641
000077200,00040100,000131,20,010852,008574,0.00430394
000078300,90000101,000154,20,010852,011102,0.0043843
000088200,00040100,000176,20,010852,011114,0.00387876
000093100,00040100,000205,20,010852,011114,0.00424128
000095800,00040100,000218,20,010852,011114,0.00407947
000098600,00040100,000217,20,010852,011347,0.00446023
000100600,90000101,000229,20,010852,011347,0.00386875
000101200,00040100,000224,20,010852,011347,0.00429939
000107600,00040100,000265,20,010852,008574,0.00393672
000113500,00040100,000268,20,010852,011347,0.00311414
000113800,90000101,000287,20,010852,008515,0.00226291
000125100,00040100,000272,20,010852,011347,0.0041794
000125300,90000101,000301,20,010852,011102,0.00418052
000128000,00040100,000284,20,010852,011114,0.00388203
000128000,90000101,000314,20,010852,011102,0.00423625
000130700,90000101,000328,20,010852,008515,0.00437842
000130900,00040100,000285,20,010852,011100,0.00437989
000133600,00040100,000331,20,010852,011114,0.00414417
000136300,00040100,000347,20,010852,008574,0.00376771
000136600,90000101,000390,20,010852,009743,0.00128067
000140200,00040100,000383,20,010852,008574,0.00410107
000142700,00040100,000386,20,010852,011114,0.00388799
