#section:009760009883, isUP:1, length:-5, detectors:4
#time, lane, vehicle_id, vehicle_type, origin, destination, velocity
000050900,90000102,000018,21,009760,020100,0.00393101
000052100,00040101,000026,20,009760,011347,0.00388072
000053500,90000102,000034,21,009760,020100,0.00371609
000054100,00050100,000030,20,009760,008574,0.00436467
000056400,90000102,000053,20,009760,011347,0.00187538
000059900,90000103,000096,20,009760,011114,0.00433755
000065100,00050100,000086,21,009760,020100,0.00434419
000065300,00040101,000084,20,009760,010866,0.00393311
000067800,00050100,000101,20,009760,008574,0.00426957
000067900,00040101,000099,21,009760,020100,0.00371261
000070600,00040101,000120,20,009760,010866,0.00367499
000073200,00040101,000129,20,009760,009743,0.00434512
000085400,00050100,000160,20,009760,008574,0.0038824
000093700,90000102,000187,21,009760,020100,0.00434624
000094500,90000103,000195,20,009760,011114,0.00436058
000095800,00040101,000197,20,009760,010866,0.00393476
000097500,90000103,000220,20,009760,010866,0.00388775
000102100,00040101,000239,20,009760,011347,0.0039303
000105200,90000103,000256,20,009760,011114,0.00390577
000107300,00050100,000245,20,009760,008574,0.00388567
000110400,00040101,000273,21,009760,020100,0.00434526
000117400,00040101,000303,20,009760,009743,0.00424666
000120100,00040101,000316,21,009760,020100,0.00438869
000125400,90000103,000325,20,009760,010866,0.00393477
000127100,00040101,000343,20,009760,009851,0.00440164
000127700,90000102,000329,21,009760,020100,0.00393125
000130100,00040101,000364,21,009760,020100,0.00367018
000130300,90000102,000342,21,009760,020100,0.00384498
000134500,00050100,000349,20,009760,008574,0.00387324
000137900,00040101,000387,21,009760,020100,0.00391209
000140100,90000102,000394,21,009760,020100,0.00386678
000140500,00040101,000396,21,009760,020100,0.00423498
000142700,90000102,000402,20,009760,010866,0.00384451
000143100,00040101,000397,20,009760,010866,0.00428328
000145800,00040101,000407,21,009760,020100,0.0043039
000146600,90000102,000420,21,009760,020100,0.00420789
000148400,00040101,000408,20,009760,011347,0.00410274
000149700,90000102,000434,21,009760,020100,0.00375658
000151000,00040101,000423,20,009760,009851,0.00405315
000153500,90000103,000460,20,009760,010866,0.00433285
000153800,00040101,000444,21,009760,020100,0.00388856
000158700,90000102,000466,20,009760,011347,0.0042423
