#section:008727009699, isUP:1, length:-5, detectors:3
#time, lane, vehicle_id, vehicle_type, origin, destination, velocity
000118100,00040100,000002,20,008515,010866,0.000765359
000118800,90000102,000004,20,008515,008777,0.000780788
000122600,00040100,000032,20,008515,010866,0.00410715
000124200,90000102,000014,21,008515,020100,0.00385894
000126300,00040100,000068,20,008515,009760,0.00392753
000128100,90000102,000063,21,008515,020100,0.0039744
000142100,90000102,000128,20,008515,020006,0.00225283
000144100,00040100,000132,20,008515,009760,0.00364231
000149300,00040100,000190,20,008777,011114,0.00353425
000153200,90000101,000167,20,008515,010866,0.00388156
000155800,90000101,000179,20,008515,010866,0.00422395
