#section:009750009840, isUP:1, length:-5, detectors:3
#time, lane, vehicle_id, vehicle_type, origin, destination, velocity
000074800,00010102,000029,22,020047,009760,0.00391317
000085400,00020101,000155,22,020044,010866,0.0039289
000089500,00010102,000081,22,020047,009760,0.00420315
000098100,00010102,000113,22,020047,009760,0.00431136
000102000,00010102,000142,22,020047,009760,0.00426035
000109500,00030100,000145,22,020047,011100,0.00386845
000129600,00020101,000231,22,020047,009760,0.00375891
000148400,00020101,000400,22,020044,008515,0.000772174
000156200,00010102,000334,22,020047,009760,0.00388777
000162300,00020101,000372,22,020047,011102,0.00435649
