000004100,01030000,000001,51,000002,000004,4100
000005600,01020001,000003,51,000002,000004,1500
000005700,01030000,000004,21,000002,000001,100
000007100,01020001,000005,51,000002,000001,1400
000008700,01030000,000006,51,000002,000003,1600
000010500,01030000,000007,51,000002,000004,1800
000011000,01020001,000008,51,000002,000003,500
000012700,01030000,000010,21,000002,000001,1700
000013800,01020001,000011,21,000002,000001,1100
000016000,01020001,000012,21,000002,000003,2200
000019600,01020001,000013,51,000002,000004,3600
000020600,01030000,000015,21,000002,000004,1000
000023900,01020001,000016,21,000002,000004,3300
000025200,01030000,000017,21,000002,000003,1300
000027000,01030000,000018,21,000002,000001,1800
000030600,01030000,000021,21,000002,000001,3600
000032600,01020001,000022,51,000002,000004,2000
000033400,01030000,000023,51,000002,000001,800
000035700,01030000,000025,21,000002,000003,2300
000037500,01030000,000027,21,000002,000001,1800
000039200,01020001,000028,21,000002,000003,1700
000042800,01030000,000030,21,000002,000003,3600
000044900,01030000,000033,51,000002,000001,2100
000050400,01030000,000039,51,000002,000001,5500
000080900,01020001,000048,51,000002,000001,30500
000082700,01020001,000049,51,000002,000004,1800
000086200,01030000,000050,51,000002,000004,3500
000086300,01020001,000051,21,000002,000003,100
000089500,01020001,000052,51,000002,000003,3200
000089600,01030000,000053,21,000002,000003,100
000092800,01030000,000056,21,000002,000001,3200
000094500,01020001,000057,51,000002,000003,1700
000095500,01030000,000058,51,000002,000003,1000
000098600,01030000,000060,51,000002,000004,3100
000099500,01020001,000062,51,000002,000001,900
000101500,01020001,000063,21,000002,000001,2000
000103300,01020001,000064,21,000002,000004,1800
000104100,01030000,000066,51,000002,000001,800
000105400,01020001,000067,51,000002,000004,1300
000105900,01030000,000068,21,000002,000004,500
000107500,01020001,000070,51,000002,000004,1600
000107700,01030000,000071,21,000002,000003,200
000110800,01030000,000072,21,000002,000001,3100
000111600,01020001,000074,51,000002,000003,800
000112700,01030000,000075,51,000002,000001,1100
000114100,01020001,000076,51,000002,000003,1400
000114300,01030000,000077,21,000002,000004,200
000116100,01020001,000079,21,000002,000001,1800
000116100,01030000,000080,21,000002,000001,0
000117900,01020001,000081,21,000002,000003,1800
000119500,01020001,000082,21,000002,000003,1600
000119600,01030000,000083,21,000002,000001,100
000121500,01020001,000085,51,000002,000003,1900
000122200,01030000,000086,51,000002,000001,700
000123600,01020001,000087,51,000002,000004,1400
000124100,01030000,000088,21,000002,000001,500
000125400,01020001,000089,21,000002,000004,1300
000125900,01030000,000090,21,000002,000001,500
000127600,01020001,000091,51,000002,000004,1700
000127700,01030000,000092,21,000002,000004,100
000131800,01030000,000093,51,000002,000003,4100
000133600,01030000,000095,51,000002,000004,1800
000135300,01020001,000096,51,000002,000001,1700
000139000,01020001,000097,51,000002,000004,3700
000140200,01030000,000098,21,000002,000004,1200
000142600,01030000,000101,51,000002,000001,2400
000145000,01020001,000102,21,000002,000004,2400
000148200,01030000,000103,51,000002,000003,3200
000150000,01030000,000104,21,000002,000001,1800
000155100,01030000,000107,21,000002,000004,5100
000222300,01020001,000131,51,000002,000003,67200
000222400,01030000,000132,21,000002,000004,100
000226100,01020001,000135,51,000002,000001,3700
000227900,01020001,000136,51,000002,000001,1800
000230800,01020001,000139,21,000002,000004,2900
000234400,01020001,000140,51,000002,000004,3600
000234500,01030000,000141,21,000002,000003,100
000237300,01030000,000144,21,000002,000001,2800
000239800,01020001,000145,21,000002,000003,2500
000240300,01030000,000146,21,000002,000001,500
000242700,01020001,000147,51,000002,000001,2400
000244500,01020001,000148,21,000002,000003,1800
000245500,01030000,000149,51,000002,000001,1000
000246300,01020001,000151,21,000002,000004,800
000247800,01030000,000152,21,000002,000004,1500
000248000,01020001,000153,21,000002,000004,200
000249800,01020001,000154,21,000002,000001,1800
000251600,01020001,000156,51,000002,000004,1800
000252400,01030000,000158,51,000002,000004,800
000253600,01020001,000159,51,000002,000001,1200
000254300,01030000,000160,21,000002,000001,700
000256300,01020001,000162,51,000002,000004,2000
000256600,01030000,000163,51,000002,000004,300
000258800,01030000,000164,51,000002,000004,2200
000259500,01020001,000165,51,000002,000003,700
000261600,01030000,000167,51,000002,000004,2100
000262700,01020001,000169,51,000002,000001,1100
000265900,01030000,000170,21,000002,000001,3200
000270300,01020001,000172,51,000002,000001,4400
000272100,01020001,000173,21,000002,000004,1800
000274700,01030000,000175,21,000002,000003,2600
000276500,01030000,000176,21,000002,000004,1800
000277800,01020001,000177,21,000002,000003,1300
000280200,01030000,000180,51,000002,000004,2400
000280300,01020001,000181,21,000002,000003,100
000283500,01030000,000182,51,000002,000001,3200
000283800,01020001,000183,51,000002,000001,300
000287000,01030000,000184,21,000002,000004,3200
000291400,01030000,000186,51,000002,000001,4400
000293000,01020001,000189,51,000002,000003,1600
000358200,01030000,000205,51,000002,000004,65200
000358300,01020001,000206,21,000002,000003,100
000363500,01030000,000207,51,000002,000004,5200
000364400,01020001,000209,51,000002,000001,900
000367700,01020001,000210,51,000002,000004,3300
000368800,01030000,000211,21,000002,000001,1100
000370700,01020001,000212,21,000002,000001,1900
000372500,01020001,000214,51,000002,000004,1800
000373100,01030000,000215,21,000002,000001,600
000374500,01020001,000216,51,000002,000001,1400
000375200,01030000,000217,21,000002,000001,700
000376900,01020001,000218,21,000002,000004,1700
000377600,01030000,000219,51,000002,000004,700
000379300,01020001,000221,51,000002,000001,1700
000381100,01020001,000222,21,000002,000001,1800
000382900,01020001,000223,51,000002,000004,1800
000383400,01030000,000224,21,000002,000004,500
000384400,01020001,000225,21,000002,000003,1000
000385800,01030000,000227,51,000002,000003,1400
000387600,01030000,000228,51,000002,000001,1800
000388300,01020001,000229,51,000002,000003,700
000389400,01030000,000230,21,000002,000001,1100
000390600,01020001,000233,51,000002,000004,1200
000391500,01030000,000234,51,000002,000003,900
000392400,01020001,000235,21,000002,000004,900
000394600,01020001,000238,51,000002,000001,2200
000396400,01020001,000239,51,000002,000001,1800
000398200,01020001,000241,51,000002,000001,1800
000400000,01020001,000242,21,000002,000001,1800
000401900,01020001,000245,21,000002,000003,1900
000402100,01030000,000246,21,000002,000003,200
000404300,01030000,000248,51,000002,000003,2200
000406300,01030000,000249,21,000002,000001,2000
000407000,01020001,000251,21,000002,000003,700
000409100,01030000,000252,51,000002,000003,2100
000410900,01030000,000253,51,000002,000001,1800
000411300,01020001,000254,21,000002,000003,400
000413200,01030000,000256,21,000002,000001,1900
000413700,01020001,000257,51,000002,000004,500
000415700,01030000,000258,51,000002,000003,2000
000417500,01030000,000260,21,000002,000001,1800
000417800,01020001,000261,21,000002,000004,300
000420500,01020001,000262,51,000002,000004,2700
000420900,01030000,000263,51,000002,000001,400
000422800,01020001,000264,21,000002,000003,1900
000423500,01030000,000265,21,000002,000001,700
000424900,01020001,000266,21,000002,000003,1400
000426300,01030000,000267,51,000002,000001,1400
000427300,01020001,000271,51,000002,000001,1000
000428400,01030000,000272,21,000002,000001,1100
000430800,01030000,000273,51,000002,000004,2400
000433100,01030000,000275,51,000002,000003,2300
000433200,01020001,000276,21,000002,000003,100
000437100,01020001,000277,21,000002,000003,3900
000440000,01020001,000279,21,000002,000003,2900
000443200,01030000,000281,51,000002,000001,3200
000443700,01020001,000282,51,000002,000003,500
000453400,01020001,000286,21,000002,000001,9700
000498200,01020001,000301,51,000002,000004,44800
000503900,01020001,000305,51,000002,000001,5700
000505700,01020001,000306,21,000002,000004,1800
000509400,01020001,000308,51,000002,000004,3700
000509500,01030000,000309,21,000002,000001,100
000512100,01020001,000310,51,000002,000004,2600
000513100,01030000,000311,21,000002,000001,1000
000514500,01020001,000313,51,000002,000004,1400
000516100,01030000,000315,51,000002,000003,1600
000517900,01030000,000317,51,000002,000003,1800
000520100,01030000,000319,21,000002,000003,2200
000521900,01030000,000320,21,000002,000003,1800
000523700,01030000,000322,51,000002,000003,1800
000526100,01030000,000324,51,000002,000001,2400
000527300,01020001,000325,51,000002,000001,1200
000529100,01020001,000327,51,000002,000001,1800
000530900,01020001,000329,21,000002,000003,1800
000532000,01030000,000331,51,000002,000004,1100
000533200,01020001,000333,51,000002,000003,1200
000533800,01030000,000334,21,000002,000001,600
000535300,01020001,000335,51,000002,000003,1500
000535900,01030000,000336,51,000002,000001,600
000537100,01020001,000337,21,000002,000004,1200
000538100,01030000,000339,51,000002,000003,1000
000540900,01030000,000341,51,000002,000004,2800
000541100,01020001,000342,21,000002,000001,200
000543600,01020001,000345,51,000002,000004,2500
000544800,01030000,000346,51,000002,000003,1200
000546800,01030000,000347,51,000002,000004,2000
000547500,01020001,000348,21,000002,000001,700
000549600,01020001,000349,51,000002,000003,2100
000551300,01030000,000350,51,000002,000001,1700
000552600,01020001,000351,51,000002,000001,1300
000555200,01020001,000354,51,000002,000004,2600
000556600,01030000,000355,51,000002,000001,1400
000559400,01020001,000357,51,000002,000001,2800
000561200,01020001,000358,21,000002,000004,1800
000563100,01030000,000360,21,000002,000004,1900
000565900,01020001,000361,51,000002,000001,2800
000567700,01020001,000363,51,000002,000004,1800
000640500,01020001,000374,51,000002,000003,72800
000640600,01030000,000375,51,000002,000003,100
000644500,01020001,000376,21,000002,000003,3900
000648000,01020001,000378,51,000002,000001,3500
000649800,01020001,000380,21,000002,000001,1800
000651600,01020001,000381,21,000002,000001,1800
000654500,01020001,000382,51,000002,000003,2900
000656400,01020001,000383,21,000002,000004,1900
000658000,01030000,000385,51,000002,000004,1600
000658500,01020001,000387,51,000002,000001,500
000661200,01030000,000388,21,000002,000004,2700
000663800,01020001,000389,51,000002,000001,2600
000665600,01020001,000391,21,000002,000001,1800
000667400,01020001,000392,51,000002,000001,1800
000667900,01030000,000393,21,000002,000004,500
000669800,01020001,000395,51,000002,000001,1900
000671600,01020001,000396,21,000002,000004,1800
000672000,01030000,000397,21,000002,000004,400
000673400,01020001,000398,51,000002,000004,1400
000674100,01030000,000399,21,000002,000003,700
000675900,01030000,000401,21,000002,000001,1800
000677200,01020001,000402,51,000002,000004,1300
000678000,01030000,000403,51,000002,000004,800
000679200,01020001,000404,21,000002,000004,1200
000679700,01030000,000405,21,000002,000004,500
000681100,01020001,000406,21,000002,000003,1400
000681500,01030000,000407,21,000002,000001,400
000683000,01020001,000408,21,000002,000001,1500
000684800,01020001,000411,21,000002,000003,1800
000685500,01030000,000412,51,000002,000004,700
000686500,01020001,000413,21,000002,000003,1000
000687500,01030000,000416,21,000002,000003,1000
000689300,01030000,000417,51,000002,000003,1800
000691100,01030000,000419,21,000002,000004,1800
000692000,01020001,000421,21,000002,000001,900
000695100,01020001,000422,51,000002,000001,3100
000696900,01020001,000424,21,000002,000004,1800
000698700,01030000,000427,21,000002,000004,1800
000701000,01020001,000428,51,000002,000003,2300
000701600,01030000,000429,21,000002,000001,600
000704600,01030000,000430,51,000002,000003,3000
000706400,01030000,000431,21,000002,000001,1800
000707600,01020001,000432,21,000002,000001,1200
000713600,01030000,000434,51,000002,000001,6000
000715500,01020001,000435,21,000002,000004,1900
000718900,01030000,000438,51,000002,000003,3400
000721000,01020001,000439,21,000002,000003,2100
000782600,01030000,000459,51,000002,000003,61600
000789500,01030000,000461,21,000002,000004,6900
000791600,01020001,000464,21,000002,000001,2100
000793400,01020001,000468,51,000002,000003,1800
000797300,01030000,000470,51,000002,000003,3900
000799100,01030000,000471,21,000002,000003,1800
000800900,01030000,000473,21,000002,000001,1800
000803500,01020001,000476,21,000002,000003,2600
000804400,01030000,000477,51,000002,000003,900
000805900,01020001,000479,21,000002,000001,1500
000809300,01020001,000480,21,000002,000004,3400
000810100,01030000,000481,21,000002,000004,800
000811200,01020001,000482,21,000002,000001,1100
000813000,01020001,000483,21,000002,000003,1800
000815000,01020001,000485,51,000002,000004,2000
000815000,01030000,000486,21,000002,000004,0
000817000,01020001,000488,51,000002,000004,2000
000817500,01030000,000489,21,000002,000004,500
000819200,01020001,000491,51,000002,000003,1700
000820000,01030000,000492,51,000002,000004,800
000821000,01020001,000494,21,000002,000004,1000
000822400,01030000,000495,51,000002,000001,1400
000822800,01020001,000496,21,000002,000004,400
000824300,01030000,000497,21,000002,000001,1500
000824600,01020001,000498,21,000002,000001,300
000827700,01020001,000500,21,000002,000003,3100
000828000,01030000,000501,21,000002,000001,300
000830600,01020001,000502,51,000002,000001,2600
000832400,01020001,000505,51,000002,000001,1800
000834200,01020001,000507,21,000002,000003,1800
000835400,01030000,000508,21,000002,000004,1200
000836600,01020001,000509,21,000002,000001,1200
000838400,01020001,000511,21,000002,000003,1800
000840900,01020001,000513,51,000002,000001,2500
000841000,01030000,000514,21,000002,000003,100
000844400,01030000,000516,51,000002,000004,3400
000849500,01020001,000520,21,000002,000003,5100
000854400,01020001,000522,51,000002,000001,4900
000919500,01020001,000540,51,000002,000001,65100
000921300,01020001,000542,21,000002,000003,1800
000925400,01020001,000544,21,000002,000001,4100
000927200,01020001,000545,51,000002,000001,1800
000930400,01020001,000548,21,000002,000001,3200
000932200,01020001,000549,21,000002,000004,1800
000934400,01020001,000552,21,000002,000003,2200
000934500,01030000,000553,21,000002,000004,100
000936500,01020001,000556,21,000002,000004,2000
000937700,01030000,000557,21,000002,000001,1200
