100,0,0
200,0,0
300,0,0
400,0,0
500,0,0
600,0,0
700,0,0
800,0,0
900,0,0
1000,0,0
1100,0,0
1200,0,0
1300,1,0
1400,2,0
1500,2,0
1600,2,1
1700,2,2
1800,2,2
1900,2,2
2000,2,2
2100,2,2
2200,2,2
2300,2,2
2400,2,2
2500,3,2
2600,3,2
2700,4,2
2800,4,3
2900,4,3
3000,4,4
3100,4,4
3200,4,4
3300,4,4
3400,4,4
3500,4,4
3600,4,4
3700,4,4
3800,4,4
3900,4,4
4000,4,4
4100,5,4
4200,5,4
4300,5,4
4400,5,4
4500,5,5
4600,5,5
4700,5,5
4800,5,5
4900,5,5
5000,5,5
5100,5,5
5200,5,5
5300,5,5
5400,5,5
5500,5,5
5600,6,5
5700,6,5
5800,6,5
5900,7,5
6000,8,5
6100,8,6
6200,8,7
6300,8,7
6400,8,8
6500,8,8
6600,8,8
6700,8,8
6800,8,8
6900,8,8
7000,9,8
7100,9,8
7200,9,8
7300,9,9
7400,9,9
7500,10,9
7600,10,9
7700,11,9
7800,11,9
7900,11,9
8000,11,11
8100,11,11
8200,11,11
8300,11,11
8400,11,11
8500,11,11
8600,11,11
8700,11,11
8800,11,11
8900,11,11
9000,11,11
9100,12,11
9200,12,11
9300,12,11
9400,13,12
9500,13,12
9600,14,12
9700,14,13
9800,14,13
9900,14,13
10000,14,13
10100,14,14
10200,14,14
10300,14,14
10400,14,14
10500,14,14
10600,14,14
10700,14,14
10800,14,14
10900,14,14
11000,14,14
11100,14,14
11200,15,14
11300,15,14
11400,15,14
11500,15,14
11600,15,15
11700,16,15
11800,16,15
11900,16,15
12000,16,15
12100,16,15
12200,16,16
12300,16,16
12400,16,16
12500,16,16
12600,16,16
12700,16,16
12800,16,16
12900,16,16
13000,17,16
13100,17,16
13200,17,16
13300,17,16
13400,17,16
13500,17,16
13600,17,16
13700,17,17
13800,17,17
13900,17,17
14000,18,17
14100,18,17
14200,18,17
14300,18,17
14400,18,17
14500,18,17
14600,18,18
14700,18,18
14800,18,18
14900,18,18
15000,18,18
15100,19,18
15200,19,18
15300,19,18
15400,19,18
