17,1,000142,-297.222,-306.165,rear,22,front
17,2,000130,-300.563,-306.224,rear,22,front
18,3,000118,-319.619,-306.565,rear,22,front
18,4,000090,-323.237,-306.629,rear,22,front
18,5,000112,-253,-380.579,rear,22,front
18,6,000098,-253,-383.622,not_error,22,front
20,7,000178,-295.256,-306.13,rear,22,front
20,8,000142,-297.222,-306.165,rear,22,front
20,9,000135,-253,-378.566,rear,22,front
20,10,000112,-253,-380.579,rear,22,front
32,11,000050,-306.826,-251.345,rear,22,front
32,12,000037,-304.464,-248.623,rear,22,front
39,13,000086,-84.5442,725.243,not_error,21,front
39,14,000068,-85.6625,721.706,rear,21,front
41,15,000097,-82.2216,735.815,head,20,front
41,16,000079,-82.4818,732.227,head,20,front
42,17,000115,-81.0344,739.11,head,20,front
42,18,000097,-82.2216,735.815,head,20,front
43,19,000147,-20.5614,-13.375,rear,20,front
43,20,000104,-20.4348,-9.5514,not_error,20,front
44,21,000133,-80.0199,739.554,rear,21,front
44,22,000115,-81.0344,739.11,head,20,front
44,23,000008,1032.53,219.912,head,20,intersection
44,24,000278,1032.51,223.14,rear,20,intersection
46,25,000158,-945.638,-1041.62,head,20,front
46,26,000140,-942.056,-1040.83,rear,20,front
48,27,000187,-948.725,-1043.1,head,20,front
48,28,000158,-945.638,-1041.62,head,20,front
48,29,000253,1009.84,-1065.04,rear,20,front
48,30,000221,1010.48,-1061.28,rear,20,front
48,31,000206,1053.32,-543.826,rear,20,front
48,32,000200,1049.57,-543.807,rear,20,front
49,33,000280,1009.2,-1068.77,rear,20,front
49,34,000253,1009.84,-1065.04,rear,20,front
49,35,000420,-235.046,73.0968,head,20,front
49,36,000404,-238.262,71.4828,not_error,20,front
50,37,000205,-952.286,-1043.89,rear,20,front
50,38,000187,-948.725,-1043.1,head,20,front
50,39,000304,1009,-1069.9,rear,20,front
50,40,000280,1009.2,-1068.77,rear,20,front
51,41,000339,-158.774,-460.101,rear,22,front
51,42,000319,-158.813,-463.857,rear,22,front
51,43,000310,1060.25,-543.86,rear,20,front
51,44,000284,1056.58,-543.842,not_error,20,front
52,45,000325,1063.97,-543.879,rear,20,front
52,46,000310,1060.25,-543.86,rear,20,front
54,47,000367,1065.47,-540.386,rear,20,front
54,48,000337,1061.97,-540.369,not_error,20,front
56,49,000289,-71.6885,765.908,not_error,20,front
56,50,000264,-72.805,762.376,rear,21,front
57,51,000392,-158.668,-449.748,rear,22,front
57,52,000382,-158.708,-453.645,not_error,22,front
58,53,000126,1113.23,654.955,rear,20,front
58,54,000106,1109.34,654.986,rear,20,front
59,55,000231,652.307,-1068.31,rear,20,front
59,56,000168,652.237,-1064.69,rear,20,front
59,57,000287,-38.1232,-1103.38,rear,20,front
59,58,000271,-37.6262,-1100.69,rear,20,front
59,59,000219,-28.3125,-1071.69,rear,20,front
59,60,000217,-26.7463,-1068.36,rear,20,front
59,61,000487,-253,-381.428,rear,22,front
59,62,000475,-253,-384.162,not_error,22,front
61,63,000432,-158.588,-442.007,rear,22,front
61,64,000405,-158.628,-445.897,not_error,22,front
61,65,000498,-253,-379.222,rear,22,front
61,66,000487,-253,-381.428,rear,22,front
61,67,000329,-39.8724,-1105.79,rear,20,front
61,68,000287,-38.1232,-1103.38,rear,20,front
62,69,000060,1087.51,651.652,rear,20,front
62,70,000059,1083.93,651.681,rear,21,front
62,71,000462,-158.558,-439.108,rear,22,front
62,72,000432,-158.588,-442.007,rear,22,front
63,73,000251,652.383,-1072.16,rear,20,front
63,74,000231,652.307,-1068.31,rear,20,front
64,75,000268,-29.9654,-1075.2,not_error,20,front
64,76,000219,-28.3125,-1071.69,rear,20,front
64,77,000474,-158.518,-435.262,rear,22,front
64,78,000462,-158.558,-439.108,rear,22,front
65,79,000167,1111.9,-1025.52,rear,20,front
65,80,000159,1108.26,-1026.59,not_error,20,front
65,81,000401,-41.9547,853.05,rear,20,front
65,82,000387,-44.8367,850.845,rear,21,front
66,83,000344,654.724,-1092.4,head,20,front
66,84,000335,653.688,-1089.17,not_error,20,front
66,85,000348,-918.241,-1045.94,head,21,front
66,86,000327,-915.032,-1045.87,rear,20,front
66,87,000305,-34.6177,-1085.09,rear,20,front
66,88,000299,-33.1804,-1082.04,not_error,21,front
66,89,000490,-158.485,-432.007,rear,22,front
66,90,000474,-158.518,-435.262,rear,22,front
66,91,000285,-31.5483,-1078.57,rear,20,front
66,92,000268,-29.9654,-1075.2,not_error,20,front
66,93,000412,-20.472,-10.6772,rear,20,front
66,94,000399,-20.3539,-7.10897,not_error,20,front
67,95,000273,1179.55,650.914,rear,20,front
67,96,000246,1175.91,650.944,not_error,20,front
67,97,000363,-33.5337,-1087.03,rear,20,front
67,98,000305,-34.6177,-1085.09,rear,20,front
68,99,000445,-38.5756,870.65,rear,21,front
68,100,000416,-41.2698,868.578,head,21,front
68,101,000173,1115.61,-1026.67,not_error,20,front
68,102,000167,1111.9,-1025.52,rear,20,front
68,103,000375,-921.634,-1046.02,not_error,20,front
68,104,000348,-918.241,-1045.94,head,21,front
68,105,000188,1118.94,-1026.71,not_error,21,front
68,106,000173,1115.61,-1026.67,not_error,20,front
68,107,000374,1078.29,587.814,head,20,head
68,108,000163,1078.41,585.954,rear,20,head
68,109,000503,-158.48,-431.527,rear,22,front
68,110,000490,-158.485,-432.007,rear,22,front
69,111,000292,1183.24,650.885,rear,20,front
69,112,000273,1179.55,650.914,rear,20,front
69,113,000443,-39.5255,874.096,head,20,front
69,114,000445,-38.5756,870.65,rear,21,front
69,115,000282,1142.58,654.719,not_error,20,front
